uns	O
in	O
vollster	O
reinster	O
Selbstlosigkeit	O
in	O
Papas	Person
und	O
Frau	O
Paulas	Person
Seele	O
versetzt	O
haben	O
,	O
ist	O
es	O
uns	O
ge	O
-	O
glückt	O
zu	O
verzichten	O
.	O
D.	Person
war	O
mir	O
darin	O
durchaus	O
überlegen	O
,	O
was	O
übrigens	O
zu	O
begreifen	O
ist	O
,	O
da	O
er	O
Frau	O
Paula	Person
viel	O
tausendmal	O
mehr	O
dankbar	O
zu	O
sein	O
hat	O
,	O
als	O
ich	O
Ap	Person
.	O
Denn	O
Frau	O
Paula	Person
hat	O
sich	O
unendlich	O
bemüht	O
D.	Person
in	O
der	O
Eigenart	O
seiner	O
Natur	O
zu	O
bestärken	O
;	O
bei	O
Ap	Person
wars	O
umgekehrt	O
.	O
Dies	O
verlangt	O
übrigens	O
eine	O
Höhe	O
der	O
Einsicht	O
die	O
nicht	O
in	O
Aps	Person
Wesen	O
liegt	O
und	O
die	O
ich	O
also	O
kaum	O
von	O
ihm	O
fordern	O
kann	O
.	O
Den	O
großen	O
Vorwurf	O
den	O
ich	O
Ap	Person
zu	O
machen	O
berechtigt	O
bin	O
,	O
ist	O
,	O
daß	O
er	O
mich	O
in	O
leichtsinnigster	O
Weise	O
verheiratet	O
hat	O
.	O
Leo	Person
hatte	O
den	O
Ruf	O
als	O
Windhund	O
unter	O
den	O
soliden	O
Kaufleuten	O
seiner	O
Branche	O
u.	O
wenn	O
6	O
Auskünfte	O
über	O
ihn	O
brillant	O
lauteten	O
so	O
beweist	O
das	O
nichts	O
weiter	O
als	O
daß	O
dieses	O
System	O
absolut	O
ungenügend	O
ist	O
.	O
Nachdem	O
Ap	Person
.	O
bei	O
August	Person
so	O
schlimme	O
Erfahrungen	O
gemacht	O
hat	O
,	O
hätte	O
er	O
tausendmal	O
vorsichtiger	O
sein	O
müssen	O
.	O
Da	O
ich	O
in	O
der	O
Lennéstraße	Ort
nicht	O
über	O
meine	O
Verhältnisse	O
gelebt	O
habe	O
u.	O
mein	O
mütterliches	O
Erbteil	O
doch	O
futsch	O
ist	O
,	O
so	O
kann	O
ich	O
nicht	O
anders	O
als	O
sagen	O
daß	O
Ap	Person
das	O
Geld	O
gewiß	O
mit	O
bestem	O
Willen	O
aber	O
doch	O
leichtsinnig	O
angelegt	O
hat	O
u.	O
mir	O
sozusagen	O
für	O
das	O
Geld	O
zu	O
haften	O
hat	O
.	O
Juristisch	O
nicht	O
,	O
moralisch	O
gewiß	O
.	O
Wenn	O
Ap	Person
.	O
also	O
aus	O
irgend	O
einer	O
Entschlie	O
-	O
ßung	O
die	O
ich	O
in	O
meinem	O
Leben	O
fasse	O
,	O
mit	O
voll	O
-	O
ster	O
Rücksicht	O
auf	O
ihn	O
fasse	O
,	O
in	O
der	O
ich	O
keineswegs	O
der	O
Welt	O
vor	O
den	O
Kopf	O
stoße	O
,	O
das	O
Recht	O
hernimmt	O
mich	O
pekuniär	O
aufs	O
Trockne	O
zu	O
setzen	O
,	O
so	O
würde	O
er	O
da	O
-	O
durch	O
beweisen	O
,	O
daß	O
ihn	O
ein	O
Teil	O
seines	O
vielen	O
Unglücks	O
durch	O
eigne	O
Schuld	O
trifft	O
.	O
Wenn	O
ich	O
,	O
die	O
Nichts	O
in	O
Berlin	O
bindet	O
,	O
sondern	O
durch	O
die	O
unglückliche	O
Affaire	O
Leos	Person
wieder	O
hier	O
abstößt	O
,	O
wenn	O
ich	O
mit	O
einer	O
Familie	O
ziehe	O
davon	O
ein	O
Mitglied	O
mir	O
näher	O
steht	O
als	O
irgend	O
ein	O
Mensch	O
,	O
wenn	O
ich	O
dies	O
in	O
Wahrung	O
aller	O
Gesetze	O
und	O
Sitten	O
der	O
menschlichen	O
Gesellschaft	O
thue	O
,	O
so	O
hat	O
kein	O
Mensch	O
das	O
Recht	O
ein	O
Wort	O
wider	O
mich	O
zu	O
sagen	O
.	O
Ganz	O
gewiß	O
aber	O
kein	O
Vater	O
das	O
Recht	O
seine	O
30jäh	O
-	O
rige	O
Tochter	O
darum	O
auf	O
den	O
Aushungernetat	O
zu	O
setzen	O
.	O
Sollte	O
Ap	Person
.	O
dies	O
dennoch	O
tun	O
,	O
so	O
wird	O
der	O
Schlag	O
auf	O
ihn	O
zurückfallen	O
,	O
nur	O
auf	O
ihn	O
,	O
nicht	O
auf	O
mich	O
.	O
Doch	O
hoffe	O
ich	O
bestimmt	O
daß	O
ihm	O
die	O
durchaus	O
correkte	O
äußere	O
Lebens	O
-	O
einrichtung	O
einfach	O
keinen	O
Haken	O
bietet	O
an	O
dem	O
er	O
den	O
Strick	O
festbinden	O
kann	O
.	O
Ich	O
bin	O
überzeugt	O
daß	O
es	O
nur	O
darauf	O
ankommt	O
aus	O
welchem	O
Winkel	O
ihm	O
die	O
Sache	O
gezeigt	O
wird	O
.	O
Jedenfalls	O
hat	O
es	O
damit	O
noch	O
gute	O
Zeit	O
;	O
wenn	O
ich	O
ihm	O
im	O
August	O
mündlich	O
die	O
Sache	O
erzähle	O
,	O
kann	O
er	O
mich	O
einfach	O
nicht	O
in	O
Acht	O
und	O
Bann	O
thun	O
.	O
Wenn	O
er	O
es	O
aber	O
fertig	O
brächte	O
,	O
bräuchte	O
ich	O
Gottlob	O
auch	O
nicht	O
zu	O
verhungern	O
:	O
1900	O
Mk	O
aus	O
Bingen	Ort
kann	O
er	O
mir	O
nicht	O
vorenthalten	O
,	O
1000	O
giebt	O
mir	O
L.S.	O
unter	O
allen	O
Umständen	O
weiter	O
12	O
habe	O
ich	O
hier	O
auf	O
der	O
Bank	O
wozu	O
noch	O
10	O
aus	O
dem	O
Concurs	O
kommen	O
,	O
u.	O
sagen	O
wir	O
wenig	O
5000	O
aus	O
meinen	O
Möbeln	O
,	O
macht	O
noch	O
einmal	O
1000	O
Mk	O
.	O
Da	O
ich	O
nun	O
in	O
Altona	Ort
3	O
höchst	O
anständig	O
möblierte	O
Zimmer	O
,	O
2	O
Schlaf	O
u.	O
1	O
Wohnzimmer	O
für	O
50	O
Mk	O
pro	O
Mo	O
-	O
nat	O
bekommen	O
kann	O
,	O
so	O
kann	O
ich	O
durchaus	O
sorgenlos	O
pekuniär	O
leben	O
.	O
Und	O
ohne	O
Reue	O
.	O
Denn	O
das	O
Be	O
-	O
wußtsein	O
meiner	O
Familie	O
nach	O
bestem	O
Willen	O
u.	O
Vermögen	O
Rechnung	O
getragen	O
zu	O
haben	O
,	O
wird	O
mich	O
keinen	O
Augenblick	O
verlassen	O
.	O
Und	O
glücklich	O
war	O
ich	O
in	O
diesem	O
halben	O
Jahr	O
von	O
ganzem	O
Herzen	O
,	O
denn	O
unsere	O
Differenzen	O
hie	O
u.	O
da	O
waren	O
niemals	O
so	O
heftig	O
wie	O
Deine	O
mit	O
Lenchen	Person
.	O
Im	O
Übrigen	O
:	O
6	O
Monate	O
ist	O
eine	O
lange	O
Zeit	O
u.	O
wir	O
sind	O
Alle	O
nicht	O
eisern	O
,	O
leider	O
.	O
Vielleicht	O
kommt	O
Alles	O
ganz	O
anders	O
.	O
Laß	O
uns	O
die	O
Zukunft	O
Gott	O
überlassen	O
.	O
Immer	O
Deine	O
Dir	O
Dankbare	O
.	O
Mein	O
Liebes	Person
!	O
Um	O
10	O
bin	O
ich	O
heruntergekom	O
-	O
men	O
um	O
,	O
mit	O
einem	O
großen	O
Umweg	O
an	O
dem	O
verführerischen	O
Kissen	O
vorbei	O
,	O
Dir	O
sofort	O
zu	O
schreiben	O
.	O
Jetzt	O
ist	O
es	O
11	O
1/4	O
u.	O
das	O
Kissen	O
hab	O
ich	O
nicht	O
angerührt	O
,	O
aber	O
Post	O
u.	O
Telefon	O
lie	O
-	O
ßen	O
keine	O
Ruhe	O
.	O
Also	O
mein	O
Kissen	O
ist	O
sogar	O
etwas	O
größer	O
geraten	O
,	O
134	O
Maschen	O
.	O
Aber	O
ich	O
kann	O
mir	O
ja	O
leicht	O
noch	O
Seide	O
nachkaufen	O
.	O
Bei	O
mir	O
ist	O
ein	O
Unglück	O
,	O
das	O
ich	O
schon	O
bei	O
der	O
Bettjacke	O
hatte	O
,	O
die	O
ich	O
in	O
Heidelberg	Ort
häkelte	O
.	O
Die	O
Ränder	O
werden	O
nicht	O
gleichmäßig	O
.	O
Das	O
sehe	O
ich	O
halt	O
nicht	O
.	O
Aber	O
es	O
ist	O
bestimmt	O
beim	O
zusammennähn	O
leicht	O
gut	O
zu	O
machen	O
.	O
Mein	O
Liebes	Person
,	O
ich	O
hab	O
ein	O
Ei	O
des	O
Columbus	Person
gelegt	O
!	O
Ich	O
bin	O
unglaublich	O
stolz	O
drauf	O
,	O
denn	O
ich	O
spare	O
Dir	O
damit	O
garantiert	O
100	O
Mk	O
.	O
Wir	O
nehmen	O
für	O
die	O
Lam	O
-	O
pe	O
einen	O
von	O
den	O
herrlichen	O
Barbedienne	O
-	O
Ständern	O
vom	O
Corridor	O
!	O
Etwas	O
schöneres	O
kann	O
es	O
doch	O
unmöglich	O
geben	O
.	O
Obenhinein	O
kommt	O
ein	O
Rohr	O
,	O
das	O
genau	O
so	O
gefärbt	O
wird	O
,	O
indem	O
die	O
verschließbare	O
Lampe	O
steckt	O
.	O
Die	O
eine	O
Frage	O
ist	O
,	O
ob	O
die	O
Säule	O
hohl	O
ist	O
,	O
was	O
ich	O
aber	O
bestimmt	O
annehme	O
,	O
u.	O
ob	O
man	O
aus	O
dem	O
obersten	O
Teller	O
ein	O
rundes	O
Sück	O
herausschneiden	O
kann	O
.	O
Vielleicht	O
läßt	O
sich	O
aber	O
der	O
ganze	O
Aufbau	O
auch	O
aufschrauben	O
.	O
Frl	O
.	O
Damann	Person
war	O
so	O
begeistert	O
wie	O
ich	O
.	O
Das	O
giebt	O
bestimmt	O
was	O
Wunderbares	O
.	O
—	O
Denk	O
Dir	O
,	O
Marion	Person
hat	O
Donnerstag	O
unser	O
Gespräch	O
noch	O
einmal	O
genau	O
wie	O
beim	O
ersten	O
mal	O
aufgerollt	O
.	O
Ich	O
war	O
wütend	O
,	O
habe	O
ihr	O
nur	O
strickt	O
erklärt	O
,	O
daß	O
ich	O
am	O
13	O
.	O
daheim	O
bleibe	O
.	O
Darüber	O
sind	O
natürlich	O
die	O
Andern	O
betrübt	O
u.	O
wollen	O
den	O
Abend	O
ohne	O
Marion	Person
machen	O
.	O
Frau	O
Darboven	Person
sagt	O
sehr	O
richtig	O
:	O
Sie	O
ist	O
nicht	O
zufrieden	O
,	O
ehe	O
sie	O
nicht	O
jedem	O
Menschen	O
einen	O
Tropfen	O
Vernunft	O
in	O
seine	O
Freuden	O
gegos	O
-	O
sen	O
hat	O
.	O
Unerfreuliche	O
Eigenschaft	O
.	O
Ich	O
sagte	O
ihr	O
schließlich	O
Dich	O
hätte	O
das	O
Gespräch	O
ebenso	O
gestört	O
wie	O
mich	O
.	O
Das	O
wollte	O
sie	O
absolut	O
nicht	O
glauben	O
,	O
denn	O
Du	O
hättest	O
Du	O
so	O
besonders	O
herzlich	O
von	O
ihr	O
verabschiedet	O
.	O
Gärtners	O
sind	O
also	O
gestern	O
wirklich	O
bei	O
schönstem	O
Wetter	O
gezogen	O
.	O
Heut	O
ist	O
es	O
regnerisch	O
u.	O
fast	O
kalt	O
.	O
Lene	Person
war	O
noch	O
gestern	O
abend	O
dort	O
u.	O
versichert	O
,	O
es	O
sähe	O
schon	O
ganz	O
wohnlich	O
aus	O
.	O
Sie	O
essen	O
heute	O
Alle	O
bei	O
uns	O
,	O
Rainer	Person
schläft	O
seit	O
Freitag	O
bei	O
uns	O
,	O
u.	O
danach	O
will	O
ich	O
mit	O
zu	O
ihnen	O
;	O
um	O
4	O
Uhr	O
erwartet	O
mich	O
Frau	O
Wachtel	Person
zum	O
Sonntag	O
-	O
Dauer	O
Bridge	O
.	O
Also	O
Roesen	Person
fand	O
meine	O
Augen	O
eher	O
besser	O
,	O
ich	O
könne	O
2	O
Reihen	O
mehr	O
lesen	O
.	O
Die	O
Trübungen	O
,	O
die	O
mich	O
so	O
unbeschreiblich	O
nervös	O
machen	O
,	O
vielmehr	O
die	O
graue	O
Coulissen	O
seien	O
Gefäßveränderungen	O
über	O
die	O
er	O
mit	O
Frau	O
Dr.	Person
sprechen	O
müsse	O
.	O
Gestern	O
kam	O
dann	O
also	O
Frau	O
Dr	Person
in	O
den	O
Klub	O
.	O
Roesen	Person
könne	O
sich	O
nicht	O
denken	O
,	O
daß	O
es	O
keine	O
Verkalkungen	O
seien	O
.	O
Aber	O
die	O
hätte	O
ich	O
wirklich	O
nicht	O
.	O
Also	O
Butter	O
Butter	O
Butter	O
und	O
auch	O
mehr	O
Fleisch	O
!	O
4	O
mal	O
die	O
Woche	O
.	O
Ach	O
,	O
Liebes	Person
,	O
sie	O
haben	O
halt	O
keine	O
Ahnung	O
.	O
Fleisch	O
ist	O
bestimmt	O
unge	O
-	O
sund	O
für	O
mich	O
.	O
Also	O
eine	O
Straßenbrille	O
hat	O
er	O
mir	O
aufgezwungen	O
.	O
Ich	O
sei	O
eine	O
Gefahr	O
für	O
die	O
Andern	O
.	O
Mit	O
dieser	O
Brille	O
habe	O
ich	O
6/10	O
Sehkraft	O
.	O
Er	O
sagt	O
,	O
er	O
müsse	O
in	O
jedem	O
Prozeß	O
gegen	O
mich	O
aussagen	O
wenn	O
ich	O
ohne	O
diese	O
Brille	O
gehe	O
.	O
Ich	O
werde	O
es	O
natürlich	O
tun	O
,	O
habe	O
sie	O
schon	O
(	O
22	O
Mk	O
!	O
)	O
aber	O
ich	O
will	O
mit	O
Wiser	Person
ausführlich	O
über	O
diese	O
Gefäßverände	O
-	O
rungen	O
sprechen	O
.	O
Ich	O
fahre	O
also	O
am	O
20ten	O
.	O
Herr	O
Pappenheim	Person
schrieb	O
einen	O
ulkigen	O
reizenden	O
Brief	O
.	O
Mir	O
zu	O
Liebe	O
habe	O
er	O
sich	O
einen	O
neuen	O
Mercedes	O
zugelegt	O
,	O
um	O
mich	O
ehrenvoll	O
spazierenfahren	O
zu	O
können	O
.	O
Sie	O
kommen	O
auch	O
von	O
20	O
.	O
bis	O
30	O
.	O
hin	O
.	O
Denk	O
Dir	O
,	O
jetzt	O
haben	O
sie	O
das	O
Treffen	O
in	O
Bingen	Ort
auf	O
den	O
1	O
.	O
Oktober	O
gelegt	O
.	O
Doch	O
wirklich	O
jammerschade	O
.	O
Das	O
ist	O
der	O
Begrüßungsabend	O
in	O
Hannover	Ort
,	O
also	O
unvereinbar	O
für	O
mich	O
.	O
Ich	O
habe	O
dringend	O
um	O
Ver	O
-	O
schiebung	O
um	O
1	O
Woche	O
gebeten	O
.	O
Frau	O
Falk	Person
fragte	O
ges	O
-	O
tern	O
an	O
,	O
welchen	O
Tag	O
ich	O
in	O
Köln	Ort
gründe	O
.	O
Ich	O
kann	O
u.	O
brauche	O
ja	O
auch	O
nicht	O
,	O
mich	O
mit	O
gar	O
nichts	O
vor	O
-	O
läufig	O
binden	O
.	O
—	O
Die	O
Nacht	O
nach	O
Deiner	O
Abreise	O
war	O
furchtbar	O
.	O
In	O
Hamburg	Ort
lag	O
niemand	O
(	O
sozusagen	O
)	O
im	O
Bett	O
.	O
Auch	O
wir	O
waren	O
fast	O
die	O
ganze	O
Nacht	O
auf	O
.	O
Überall	O
am	O
Himmelsrand	O
sah	O
man	O
Brände	O
.	O
—	O
Liebes	Person
,	O
mein	O
Gedächtnis	O
ist	O
eine	O
verrückte	O
Angelegenheit	O
!	O
Während	O
ich	O
schreibe	O
hatte	O
ich	O
mindestens	O
8	O
Telephongespräche	O
:	O
Vor	O
8	O
Wochen	O
hatte	O
ich	O
250	O
Mk	O
.	O
aus	O
dem	O
Klub	O
mitgenommen	O
.	O
ich	O
hätte	O
beeidet	O
,	O
ich	O
hätte	O
sie	O
korrekt	O
Herrn	O
Lodders	Person
gegeben	O
.	O
Frau	O
L.	Person
fragt	O
teleph	O
.	O
danach	O
,	O
ich	O
sage	O
,	O
die	O
hat	O
doch	O
Ihr	O
Mann	Person
.	O
Herr	O
L.	Person
ruft	O
an	O
:	O
aber	O
wir	O
haben	O
uns	O
ja	O
nicht	O
gesehn	O
,	O
so	O
lang	O
meine	O
Frau	Person
weg	O
war	O
.	O
Ich	O
stürze	O
ans	O
Safe	O
.	O
Couvert	O
weg	O
.	O
Herr	O
L	Person
:	O
Sie	O
haben	O
mir	O
nur	O
telephonisch	O
gesagt	O
,	O
daß	O
Sie	O
das	O
Geld	O
mitgenommen	O
haben	O
‟	O
.	O
Schließlich	O
weiß	O
Astrid	Person
,	O
daß	O
ich	O
es	O
Wallenstein	Person
gegeben	O
habe	O
.	O
Jetzt	O
fehlt	O
aber	O
doch	O
noch	O
ein	O
Glied	O
:	O
Wieso	O
hat	O
Wallenstein	Person
es	O
nicht	O
zur	O
Bank	O
gebracht	O
?	O
Da	O
erwarte	O
ich	O
noch	O
ihren	O
Anruf	O
.	O
Und	O
bei	O
jedem	O
Telephon	O
heißts	O
:	O
Sie	O
mit	O
Ihren	O
phanomenalen	O
Gedächtniß	O
!	O
Schrecklich	O
!	O
Drum	O
bist	O
Du	O
aber	O
doch	O
mein	O
Aliceche	Person
u.	O
ich	O
Dei	O
Iddacke	Person
.	O
Sehr	O
Liebe	Person
!	O
Obgleich	O
E.P.	Person
jeden	O
Mor	O
-	O
gen	O
mindestens	O
1	O
Stunde	O
nach	O
meinem	O
Diktat	O
Correspondenzen	O
erledigt	O
,	O
häu	O
-	O
fen	O
sich	O
meine	O
Briefschulden	O
berghoch	O
.	O
Aber	O
ich	O
antworte	O
doch	O
zuerst	O
Dir	O
,	O
weil	O
Du	O
mich	O
am	O
Meisten	O
dazu	O
animierst	O
.	O
Wenn	O
Du	O
hier	O
wärest	O
,	O
hättest	O
Du	O
mir	O
sicher	O
die	O
Geschichte	O
von	O
Ap	Person
’s	O
zu	O
-	O
gesetzten	O
11	O
Mk	O
nicht	O
erzählt	O
.	O
Du	O
kannst	O
Dir	O
nicht	O
vorstellen	O
,	O
wie	O
flacke	O
-	O
rig	O
es	O
mir	O
noch	O
geht	O
.	O
Ich	O
habe	O
öfters	O
100	O
Puls	O
als	O
normalen	O
.	O
Jede	O
kleinste	O
Kleinigkeit	O
macht	O
mir	O
eine	O
schlaflose	O
Nacht	O
.	O
Stell	O
Dir	O
vor	O
,	O
daß	O
ich	O
heute	O
Mor	O
-	O
gen	O
um	O
5	O
Uhr	O
noch	O
nicht	O
eingeschlafen	O
war	O
.	O
Um	O
1/2	O
6	O
aber	O
war	O
ich	O
schon	O
wieder	O
wach	O
,	O
allerdings	O
dadurch	O
daß	O
Heinz	Person
irrtümlicherweise	O
1	O
Stunde	O
zu	O
früh	O
aufstand	O
,	O
aber	O
ich	O
schlief	O
nicht	O
mehr	O
ein	O
.	O
Meistens	O
wache	O
ich	O
um	O
2	O
Uhr	O
auf	O
,	O
nachdem	O
ich	O
um	O
11	O
eingeschlafen	O
,	O
u.	O
liege	O
dann	O
wach	O
da	O
bis	O
etwa	O
um	O
6	O
wo	O
ich	O
dann	O
noch	O
auf	O
ein	O
halbes	O
Stündchen	O
eindusle	O
.	O
Das	O
erschwert	O
mir	O
natürlich	O
das	O
Er	O
-	O
holen	O
ungemein	O
.	O
Ein	O
paar	O
von	O
meinen	O
Be	O
-	O
kannten	O
sagen	O
mir	O
,	O
daß	O
ich	O
nur	O
so	O
obendrauf	O
atme	O
,	O
besonders	O
beim	O
Gehen	O
.	O
Davon	O
versteh	O
ich	O
nichts	O
,	O
mir	O
ist	O
das	O
Wichtigste	O
,	O
daß	O
ich	O
besser	O
gehn	O
kann	O
als	O
im	O
Herbst	O
.	O
Ich	O
kann	O
schon	O
etwa	O
3/4	O
Stunden	O
unterwegs	O
sein	O
,	O
wobei	O
ich	O
allerdings	O
nicht	O
weiter	O
komme	O
,	O
als	O
ein	O
Gesunder	O
in	O
20	O
Minuten	O
u.	O
einen	O
Buckel	O
mache	O
ich	O
auch	O
dabei	O
,	O
denn	O
mein	O
Kreuz	O
verlangt	O
das	O
.	O
Aber	O
die	O
Schraubendreherartigen	O
Schmerzen	O
beim	O
Gehen	O
haben	O
aufgehört	O
.	O
—	O
Mein	O
Appetit	O
ist	O
unver	O
-	O
gleichlich	O
besser	O
als	O
in	O
Heidelberg	Ort
;	O
unsre	O
kräf	O
-	O
tige	O
norddeutsche	O
Küche	O
läßt	O
den	O
Ekel	O
nicht	O
aufkommen	O
.	O
Guste	Person
ist	O
großartig	O
besorgt	O
um	O
mich	O
.	O
Alles	O
läuft	O
wie	O
am	O
Schnürchen	O
.	O
Jeden	O
Morgen	O
bekomme	O
ich	O
meine	O
Spülung	O
,	O
um	O
1/2	O
10	O
mein	O
Sitzbad	O
(	O
in	O
dem	O
sie	O
mich	O
dann	O
gleich	O
abseift	O
)	O
dann	O
ein	O
warmes	O
Frühstückchen	O
u.	O
darauf	O
er	O
-	O
scheint	O
E.P.	Person
,	O
die	O
mich	O
spazieren	O
führt	O
.	O
Mittags	O
war	O
ich	O
,	O
glaub	O
ich	O
,	O
bis	O
jetzt	O
noch	O
nicht	O
einmal	O
ohne	O
Besuch	O
;	O
ich	O
habe	O
Mühe	O
es	O
so	O
einzurichten	O
,	O
daß	O
nicht	O
mehrere	O
auf	O
einmal	O
kommen	O
;	O
das	O
kann	O
ich	O
noch	O
nicht	O
ver	O
-	O
tragen	O
.	O
3	O
.	O
Dein	O
Eßbüdget	O
ist	O
äußerst	O
niedrig	O
;	O
billiger	O
kannst	O
Du	O
unmöglich	O
leben	O
,	O
denn	O
ich	O
rechne	O
für	O
dieselbe	O
Personenzahl	O
220	O
Mk	O
.	O
im	O
Monat	O
.	O
Daran	O
ist	O
absolut	O
nichts	O
abzuknipsen	O
.	O
In	O
Berlin	Ort
betrug	O
schon	O
zu	O
meiner	O
Zeit	O
das	O
tägliche	O
Kostgeld	O
für	O
ein	O
Dienstmädchen	O
.	O
Also	O
155	O
Mk	O
würde	O
es	O
Euch	O
schon	O
kosten	O
,	O
wenn	O
Ihr	O
nur	O
Dienstbotenkost	O
essen	O
würden	O
.	O
70	O
Mk	O
Fleisch	O
—	O
hast	O
Du	O
Dich	O
da	O
nicht	O
geirrt	O
?	O
Kommt	O
nicht	O
noch	O
Erhebliches	O
Geflügel	O
u.	O
Aufschnitt	O
dazu	O
?	O
Ich	O
bin	O
überzeugt	O
,	O
daß	O
wir	O
diesen	O
Monat	O
300	O
verkonsumieren	O
.	O
Denk	O
Dir	O
,	O
denk	O
Dir	O
,	O
ich	O
weiß	O
nicht	O
mehr	O
ob	O
Ernsts	Person
Geburtstag	O
am	O
2	O
,	O
3	O
,	O
7	O
,	O
oder	O
10	O
ten	O
ist	O
!	O
Ist	O
das	O
nicht	O
schrecklich	O
?!	O
Jedenfalls	O
schreib	O
ich	O
ihm	O
heute	O
noch	O
,	O
wenns	O
irgend	O
geht	O
.	O
Sonntag	O
will	O
ich	O
zum	O
ersten	O
Mal	O
„	O
ausgehn	O
‟	O
,	O
bei	O
Wegeners	Person
den	O
70	O
.	O
Geburtstag	O
von	O
Frau	O
Professor	O
Baum	Person
feiern	O
.	O
Ohne	O
Frau	O
Elisa	Person
,	O
die	O
gestern	O
Abend	O
nach	O
Straßb	O
.	O
gefahren	O
ist	O
.	O
Es	O
ist	O
außer	O
uns	O
nur	O
Familie	O
dort	O
;	O
u.	O
nirgends	O
kann	O
ich	O
besser	O
probieren	O
,	O
ob	O
ich	O
mir	O
schon	O
Menschen	O
zumuten	O
darf	O
.	O
Walter	Person
Tiemann	Person
,	O
reicher	O
,	O
d.h.	O
vielverdienen	O
-	O
der	O
Junggeselle	O
,	O
giebt	O
jedes	O
Jahr	O
in	O
Leipzig	Ort
ein	O
Maskenfest	O
,	O
auf	O
zu	O
dem	O
die	O
beste	O
Leipziger	O
Gesellschaft	O
,	O
nur	O
Ehepaare	O
,	O
u.	O
nicht	O
mehr	O
als	O
etwa	O
40	O
kommen	O
.	O
Nun	O
schrieb	O
er	O
kürzlich	O
an	O
Dehmel	Person
,	O
er	O
möchte	O
das	O
Fest	O
geben	O
,	O
wenn	O
wir	O
zu	O
D	Person
’s	O
Vortrag	O
hinkämen	O
.	O
D.	Person
schrieb	O
,	O
wir	O
könnten	O
es	O
mitmachen	O
falls	O
er	O
es	O
auf	O
den	O
20	O
.	O
legte	O
,	O
u.	O
wirklich	O
kamen	O
gestern	O
die	O
höchst	O
kostbaren	O
Einladungen	O
.	O
(	O
Japan	O
mit	O
Gold	O
u.	O
mehrfarbigen	O
Druck	O
)	O
Das	O
Fest	O
heißt	O
Die	O
1002	O
Nacht	O
.	O
Für	O
unser	O
Aussehn	O
ja	O
wie	O
geboren	O
.	O
Du	O
siehst	O
,	O
ich	O
kann	O
da	O
nicht	O
daheimbleiben	O
.	O
Ich	O
will	O
mich	O
vorher	O
u.	O
nachher	O
nach	O
jeder	O
Möglichkeit	O
schonen	O
.	O
Aber	O
was	O
sein	O
muß	O
,	O
muß	O
sein	O
.	O
Mein	O
Costüm	O
kostet	O
mich	O
keinen	O
Pfennig	O
u.	O
wird	O
sicher	O
sehr	O
schön	O
.	O
Componiert	O
aus	O
dem	O
weißen	O
Crêpe	O
de	O
chine	O
Shawl	O
,	O
der	O
das	O
Devant	O
bildet	O
,	O
u.	O
dem	O
herrlichem	O
indi	O
-	O
schen	O
Shawl	O
unsrer	O
Mutter	Person
,	O
der	O
auf	O
dem	O
Rücken	O
drapiert	O
wird	O
u.	O
