gedeckt	O
hat	O
,	O
also	O
unter	O
der	O
Voraussetzung	O
,	O
die	O
jetzt	O
erreicht	O
ist	O
,	O
so	O
ist	O
bei	O
der	O
Herstellung	O
des	O
Buches	O
genau	O
mit	O
den	O
-	O
selben	O
Verhältnissen	O
zu	O
rechnen	O
,	O
mit	O
denen	O
Sie	O
in	O
Ihrem	O
Geschäftsbetrieb	O
täglich	O
rechnen	O
müssen	O
,	O
gleichviel	O
wie	O
unangenehm	O
diese	O
Verhältnisse	O
sind	O
.	O
Es	O
liegt	O
doch	O
auch	O
keinerlei	O
Anlass	O
vor	O
,	O
anzunehmen	O
,	O
dass	O
der	O
zweite	O
Band	O
im	O
Voraus	O
als	O
ein	O
spezifisch	O
so	O
ungünstiges	O
Geschäft	O
anzusehen	O
ist	O
,	O
dass	O
es	O
Ihnen	O
nicht	O
zugemutet	O
werden	O
kann	O
.	O
Gerne	O
komme	O
ich	O
Ihnen	O
aber	O
entgegen	O
und	O
erkläre	O
mich	O
damit	O
einverstanden	O
,	O
dass	O
der	O
Druck	O
des	O
zweiten	O
Bandes	O
nicht	O
sofort	O
erfolgt	O
;	O
allerdings	O
muss	O
ich	O
auf	O
Grund	O
unserer	O
Abmachung	O
darauf	O
bestehen	O
,	O
dass	O
das	O
Erscheinen	O
des	O
zweiten	O
Briefbandes	O
auf	O
dem	O
Büchermarkt	O
bis	O
1	O
.	O
Oktober	O
1923	O
gesichert	O
ist	O
.	O
Was	O
den	O
Neudruck	O
der	O
10bändigen	O
(	O
jetzt	O
wohl	O
12bändigen	O
)	O
Ausgabe	O
an	O
-	O
langt	O
,	O
so	O
bin	O
ich	O
mir	O
nicht	O
klar	O
,	O
ob	O
in	O
Ihrem	O
Brief	O
vom	O
18	O
.	O
ds.M	O
.	O
nicht	O
ein	O
Schreibfehler	O
vorliegt	O
.	O
Sie	O
schreiben	O
mir	O
,	O
dass	O
Sie	O
uns	O
eine	O
Tantieme	O
von	O
15	O
%	O
des	O
Ladenpreises	O
des	O
broschierten	O
Exemplars	O
geben	O
wollten	O
.	O
Ich	O
wiederhole	O
,	O
verehrter	O
Herr	O
Fischer	Person
,	O
dass	O
ich	O
an	O
-	O
nehme	O
,	O
dass	O
hier	O
ein	O
Schreibfehler	O
vorliegt	O
,	O
umsomehr	O
als	O
kein	O
Wort	O
über	O
eine	O
Veränderung	O
des	O
uns	O
zustehenden	O
Honorars	O
hinzugefügt	O
ist	O
.	O
Sie	O
wissen	O
,	O
dass	O
uns	O
seit	O
1923	O
vertraglich	O
25	O
%	O
vom	O
Ladenpreis	O
zu	O
-	O
stehen	O
;	O
sie	O
hatten	O
die	O
Güte	O
,	O
diese	O
25	O
%	O
im	O
Vorjahr	O
auf	O
30	O
%	O
freiwillig	O
zu	O
erhöhen	O
.	O
Selbst	O
diesen	O
erwähnten	O
freiwillig	O
angebotenen	O
Zuschlag	O
von	O
5	O
%	O
zu	O
den	O
vorher	O
bestehenden	O
25	O
%	O
haben	O
Sie	O
mir	O
in	O
vertraglicher	O
Form	O
zugesichert	O
.	O
Ich	O
kann	O
mir	O
mit	O
dem	O
besten	O
Willen	O
nicht	O
vorstellen	O
,	O
dass	O
Sie	O
uns	O
eine	O
Änderung	O
dieser	O
Bestimmungen	O
zumuten	O
wollen	O
,	O
noch	O
dazu	O
ohne	O
etwas	O
darüber	O
zu	O
sagen	O
.	O
Einverstanden	O
dagegen	O
bin	O
ich	O
,	O
dass	O
das	O
uns	O
zustehende	O
Honorar	O
nicht	O
im	O
Voraus	O
bezahlt	O
wird	O
,	O
jedoch	O
mitder	O
Einschränkung	O
Ihres	O
Vorschlages	O
,	O
dass	O
wir	O
im	O
Laufe	O
des	O
betreffenden	O
Kalenderjahres	O
zwei	O
über	O
das	O
Jahr	O
verteilte	O
A-Conto-Zahlungen	O
erhalten	O
,	O
deren	O
schätzungsweise	O
Höhe	O
ins	O
-	O
gesamt	O
2/3	O
des	O
sich	O
vermutlich	O
ergebenden	O
Betrages	O
ausmacht	O
.	O
Über	O
die	O
Höhe	O
dieser	O
A-Conto-Zahlungen	O
werden	O
wir	O
uns	O
leicht	O
auf	O
Grund	O
Ihrer	O
Vorschlä	O
-	O
ge	O
einigen	O
.	O
Schliesslich	O
möchte	O
ich	O
Ihnen	O
noch	O
sagen	O
,	O
dass	O
ich	O
Ihnen	O
in	O
der	O
Verschiebung	O
des	O
Druckbeginns	O
des	O
zweiten	O
Briefbandes	O
in	O
Rücksicht	O
auf	O
den	O
sofort	O
in	O
Angriff	O
zu	O
nehmenden	O
Druck	O
der	O
Gesamtausgabe	Werk
entgegenkomme	O
.	O
Ich	O
hoffe	O
,	O
verehrter	O
Herr	O
Fischer	Person
,	O
dass	O
nichts	O
in	O
meiner	O
Antwort	O
Ih	O
-	O
nen	O
Veranlassung	O
gibt	O
,	O
mir	O
zu	O
zürnen	O
.	O
Wenn	O
der	O
Drucker	O
,	O
der	O
Papierliefe	O
-	O
rent	O
,	O
die	O
Buchbinderei	O
,	O
kurz	O
alle	O
Lieferanten	O
auf	O
ihren	O
Forderungen	O
bis	O
zum	O
letzten	O
Pfennig	O
bestehen	O
und	O
sie	O
ihnen	O
erfüllt	O
werden	O
,	O
so	O
kann	O
nicht	O
der	O
Autor	O
resp	O
.	O
dessen	O
Erben	O
zurückstehen	O
.	O
Die	O
Dehmel	Person
	O
schen	O
Töchter	Person
als	O
einziger	O
samt	O
ihren	O
Sprösslingen	Person
sind	O
auf	O
den	O
Ertrag	O
aus	O
den	O
Werken	O
ihres	O
Vaters	Person
angewiesen	O
,	O
und	O
es	O
liegt	O
nicht	O
in	O
Ihrer	O
Art	O
,	O
den	O
Deutschen	O
das	O
Schauspiel	O
bieten	O
zu	O
wollen	O
,	O
dass	O
die	O
Nachkommen	O
eines	O
grossen	O
Dichters	O
am	O
Hunger	O
-	O
tuch	O
nagen	O
.	O
Es	O
kommt	O
dazu	O
,	O
dass	O
von	O
alles	O
Seiten	O
nach	O
dem	O
zweiten	O
Brief	O
-	O
band	O
gefragt	O
wird	O
und	O
ebenso	O
nach	O
einer	O
neuen	O
Auflage	O
der	O
Gesamtausgabe	O
.	O
Sie	O
werden	O
es	O
hoffentlich	O
erleben	O
,	O
dass	O
der	O
60	O
.	O
Geburtstag	O
Dehmels	Person
einen	O
solchen	O
Absatz	O
seiner	O
Werke	O
hervorbringt	O
,	O
dass	O
Sie	O
mit	O
den	O
neuen	O
Ausgaben	O
glänzend	O
auf	O
Ihre	O
Kosten	O
kommen	O
.	O
Ich	O
zweifle	O
nicht	O
daran	O
,	O
dass	O
Sie	O
die	O
Berechtigung	O
meines	O
Standpunk	O
-	O
tes	O
anerkennen	O
und	O
wäre	O
Ihnen	O
aufrichtig	O
dankbar	O
,	O
wenn	O
die	O
Angelegenheit	O
ohne	O
weitere	O
Schwierigkeit	O
erledigt	O
würde	O
.	O
Mit	O
besten	O
Grüssen	O
x	O
)	O
Aus	O
persönlichen	O
und	O
sachlichen	O
Gründen	O
erkläre	O
ich	O
mich	O
hinndurch	O
bereit	O
,	O
auf	O
diese	O
5	O
%	O
zu	O
verzichten	O
.	O
Es	O
träten	O
danach	O
nur	O
die	O
mit	O
Dehmel	Person
vereinbarten	O
25	O
%	O
Tantiemen	O
in	O
Kraft	O
.	O
Liebe	O
Frau	O
Isi	Person
!	O
Für	O
Herrn	O
Meyer	Person
sind	O
je	O
5	O
Exemplare	O
der	O
beiden	O
Dehmel	Person
-	O
Schriften	O
zurückgelegt	O
,	O
und	O
sie	O
werden	O
ihm	O
bei	O
der	O
Erledigung	O
ver	O
-	O
schiedener	O
anderer	O
die	O
Dehmel	Person
-	O
Gesellschaft	O
betreffenden	O
Arbeiten	O
im	O
Laufe	O
dieser	O
oder	O
der	O
nächsten	O
Woche	O
zugehen	O
.	O
Die	O
10	O
Bände	O
,	O
die	O
er	O
damit	O
erhält	O
,	O
haben	O
zweifellos	O
einen	O
Wert	O
von	O
4	O
-	O
5000	O
Mark	O
.	O
Der	O
heutige	O
Tagespreis	O
einer	O
so	O
ausgestatteten	O
Druckschrift	O
in	O
kleiner	O
Auflage	O
pflegt	O
3000	O
Mark	O
für	O
das	O
Stück	O
zu	O
sein	O
.	O
Uebrigens	O
werde	O
ich	O
mich	O
Anfang	O
nächsten	O
Jahres	O
mit	O
der	O
Verwertung	O
der	O
Rest	O
-	O
bestände	O
der	O
beiden	O
ersten	O
Dehmel	Person
-	O
Drucke	O
zu	O
möglichst	O
hohem	O
Preis	O
beschäftigen	O
.	O
Ich	O
hoffe	O
,	O
dass	O
aus	O
dem	O
Versand	O
des	O
zweiten	O
Drucks	O
an	O
die	O
Subskribenten	O
20	O
bis	O
25	O
0	O
Mark	O
überschiessen	O
werden	O
und	O
hoffe	O
ferner	O
,	O
dass	O
die	O
Verwertung	O
der	O
Restbestände	O
beider	O
Drucke	O
noch	O
30	O
bis	O
40	O
0	O
Mark	O
bringen	O
wird	O
.	O
Den	O
Brief	O
des	O
Herrn	O
Meyer	Person
lege	O
ich	O
wieder	O
bei	O
.	O
Die	O
Angelegenheit	O
des	O
Herrn	O
S.	Person
Fischer	Person
betrachte	O
ich	O
lediglich	O
von	O
Ihrem	O
Standpunkt	O
aus	O
,	O
da	O
für	O
mich	O
als	O
Ihren	O
Freund	O
und	O
Sachwalter	O
und	O
mit	O
Herrn	O
Fischer	Person
persönlich	O
völlig	O
unbekannt	O
kein	O
Anlass	O
vorliegt	O
,	O
eine	O
andere	O
Betrachtung	O
zu	O
haben	O
.	O
Somit	O
sage	O
ich	O
1	O
.	O
)	O
Sie	O
dürfen	O
nicht	O
darauf	O
eingehen	O
,	O
dass	O
Herr	O
Fischer	Person
den	O
Briefband	O
zurückstellen	O
will	O
“	O
bis	O
Verhältnisse	O
eintreten	O
,	O
die	O
uns	O
in	O
die	O
Lage	O
setzen	O
,	O
die	O
Herstellungskosten	O
vorher	O
festzustellen	O
.	O
Dies	O
hiesse	O
das	O
Erscheinen	O
des	O
Bandes	O
begraben	O
.	O
Da	O
er	O
eine	O
Verpflich	O
-	O
tung	O
übernommen	O
hat	O
,	O
den	O
Band	O
zu	O
einem	O
bestimmten	O
Zeitpunkt	O
in	O
Angriff	O
zu	O
nehmen	O
,	O
dessen	O
Voraussetzungen	O
jetzt	O
erreicht	O
sind	O
;	O
da	O
er	O
sein	O
Ge	O
-	O
schäft	O
nicht	O
aufgibt	O
,	O
sondern	O
,	O
welche	O
Bücher	O
auch	O
immer	O
druckt	O
:	O
so	O
hat	O
er	O
bei	O
der	O
Herstellung	O
Ihres	O
Buches	O
genau	O
mit	O
denselben	O
Verhältnissen	O
zu	O
rechnen	O
,	O
mit	O
denen	O
er	O
in	O
seinem	O
Geschäftsbetrieb	O
täglich	O
rechnet	O
,	O
gleichviel	O
wie	O
unangenehm	O
diese	O
Verhältnisse	O
sind	O
.	O
Es	O
besteht	O
auch	O
kein	O
Anlass	O
zu	O
der	O
Vermutung	O
,	O
dass	O
gerade	O
dieses	O
Dehmelbrief	O
-	O
Unternehmen	O
für	O
ihn	O
im	O
voraus	O
als	O
ein	O
spezifisch	O
ungünstiges	O
Geschäft	O
anzusehen	O
ist	O
,	O
das	O
ihm	O
nicht	O
zugemutet	O
werden	O
kann	O
.	O
Ich	O
empfehle	O
Ihnen	O
also	O
Herrn	O
Fischer	Person
zu	O
schreiben	O
:	O
Sie	O
tragen	O
seinen	O
Wünschen	O
insoweit	O
Rechnung	O
,	O
dass	O
das	O
Erscheinen	O
des	O
zweiten	O
Briefbandes	O
auf	O
dem	O
Büchermarkte	O
bis	O
1	O
.	O
Oktober	O
nächsten	O
Jahres	O
getätigt	O
sein	O
soll	O
.	O
Dabei	O
bleibt	O
es	O
seinem	O
Ermessen	O
überlassen	O
,	O
wann	O
er	O
zur	O
Innehaltung	O
dieser	O
Frist	O
mit	O
der	O
Her	O
-	O
stellung	O
beginnen	O
will	O
.	O
2	O
.	O
)	O
Was	O
den	O
Neudruck	O
der	O
10	O
-	O
bändigen	O
Ausgabe	O
anlangt	O
,	O
so	O
müssen	O
Sie	O
auf	O
diesem	O
unbedingt	O
bestehen	O
und	O
Herrn	O
Fischer	Person
beim	O
Wort	O
nehmen	O
,	O
dass	O
er	O
diese	O
Ausgabe	O
so	O
rasch	O
als	O
möglich	O
von	O
den	O
Platten	O
druckt	O
;	O
gleichviel	O
ob	O
er	O
nach	O
seinen	O
eigenen	O
Worten	O
schon	O
bis	O
zu	O
diesem	O
Weihnachten	O
fertig	O
wird	O
oder	O
etwas	O
später	O
.	O
Sie	O
dürfen	O
auch	O
nicht	O
von	O
den	O
vertraglichen	O
Bestimmungen	O
abgehen	O
,	O
die	O
Sie	O
in	O
den	O
Genuss	O
von	O
30	O
%	O
des	O
Ladenpreises	O
des	O
gehefteten	O
Exemplars	O
setzen	O
.	O
Dahingegen	O
können	O
Sie	O
Herrn	O
Fischer	Person
insoweit	O
entgegenkommen	O
,	O
dass	O
die	O
Abrechnung	O
über	O
den	O
Absatz	O
eines	O
Kalenderjahres	O
in	O
den	O
ersten	O
drei	O
Monaten	O
des	O
darauffolgen	O
-	O
den	O
Jahres	O
geregelt	O
wird	O
;	O
jedoch	O
mit	O
der	O
Einschränkung	O
,	O
dass	O
Sie	O
im	O
Laufe	O
/	O
des	O
betr	O
.	O
Kalenderjahres	O
vier	O
über	O
das	O
Jahr	O
verteilte	O
à	O
conto	O
-	O
Zahlungen	O
erhalten	O
,	O
deren	O
schätzungsweise	O
Höhe	O
insgesamt	O
zwei	O
Drittel	O
des	O
sich	O
ver	O
-	O
mutlich	O
ergebenden	O
Betrages	O
ausmacht	O
.	O
Sie	O
deuten	O
ihm	O
dabei	O
an	O
,	O
dass	O
Sie	O
sich	O
über	O
die	O
Höhe	O
dieser	O
à	O
conto	O
-	O
Zahlungen	O
gern	O
mit	O
ihm	O
auf	O
Grund	O
seiner	O
Vorschläge	O
einigen	O
werden	O
.	O
Sie	O
schreiben	O
ihm	O
ferner	O
,	O
dass	O
Ihr	O
Entgegen	O
-	O
kommen	O
in	O
Bezug	O
auf	O
den	O
Briefband	O
nur	O
gemacht	O
wird	O
in	O
Rücksicht	O
auf	O
den	O
sofort	O
in	O
Angriff	O
zu	O
nehmenden	O
‘	O
Druck	O
der	O
Gesamtaufgabe	O
und	O
davon	O
ab	O
-	O
hängig	O
ist	O
.	O
Alles	O
dies	O
schreiben	O
Sie	O
ihm	O
in	O
den	O
freundlichsten	O
Worten	O
,	O
die	O
eine	O
gewisse	O
Festigkeit	O
haben	O
,	O
aber	O
nicht	O
den	O
allermindesten	O
Grund	O
in	O
oder	O
zwischen	O
den	O
Zeilen	O
lassen	O
,	O
dass	O
Herr	O
Fischer	Person
Ihnen	O
gram	O
werden	O
könnte	O
.	O
Es	O
liegt	O
auch	O
meines	O
Erachtens	O
dazu	O
nicht	O
der	O
geringste	O
Anlass	O
vor	O
.	O
Denn	O
dass	O
Fischer	Person
sich	O
dem	O
ihm	O
höchst	O
unvorteilhaften	O
Vertrage	O
zu	O
entziehen	O
sucht	O
,	O
ist	O
durchaus	O
begreiflich	O
;	O
ebenso	O
begreiflich	O
,	O
dass	O
Sie	O
Ihr	O
vorteilhaftes	O
Recht	O
festhalten	O
.	O
Zweifellos	O
hat	O
Herr	O
Fischer	Person
diesen	O
Vertrag	O
geschlossen	O
,	O
um	O
sich	O
mit	O
dem	O
weithin	O
leuchtenden	O
Autor	O
Dehmel	Person
zu	O
schmücken	O
,	O
in	O
einer	O
Zeit	O
,	O
wo	O
ihm	O
s	O
eine	O
wirtschaftliche	O
Lage	O
einen	O
derartigen	O
Luxus	O
gestattete	O
.	O
Ebenso	O
zweifellos	O
aber	O
ist	O
es	O
,	O
dass	O
es	O
in	O
ganz	O
Deutschland	Ort
keinen	O
anderen	O
Verleger	O
heute	O
gibt	O
,	O
der	O
,	O
wenn	O
er	O
nicht	O
Selbstmord	O
treiben	O
will	O
,	O
Ihnen	O
einen	O
auch	O
nur	O
annähernd	O
so	O
guten	O
Vertrag	O
bieten	O
könnte	O
und	O
würde	O
.	O
Ganz	O
be	O
-	O
sonders	O
,	O
wenn	O
Sie	O
in	O
Betracht	O
ziehen	O
,	O
dass	O
der	O
neue	O
Verleger	O
das	O
ganze	O
Werk	O
auch	O
erst	O
neu	O
setzen	O
müsste	O
.	O
Mir	O
ist	O
es	O
überhaupt	O
unverständlich	O
,	O
wie	O
eine	O
Verleger	O
dem	O
Verfasser	O
30	O
%	O
vom	O
Ladenpreis	O
zahlen	O
kann	O
.	O
Doch	O
ist	O
mein	O
Verständnis	O
auch	O
bei	O
25	O
%	O
nicht	O
wesentlich	O
grösser	O
.	O
Der	O
Sorti	O
-	O
menterrabatt	O
,	O
die	O
Vertriebs	O
-	O
und	O
allgemeinen	O
Geschäftsspesen	O
verschlingen	O
/	O
heute	O
50	O
%	O
des	O
Ladenpreises	O
.	O
Bekommt	O
der	O
Autor	O
noch	O
30	O
%	O
,	O
sobleiben	O
20	O
%	O
übrig	O
.	O
Aus	O
diesen	O
20	O
%	O
sollen	O
also	O
die	O
Herstellungskosten	O
und	O
der	O
Gewinn	O
des	O
Verlegers	O
bestritten	O
werden	O
.	O
Das	O
ist	O
einfach	O
Unsinn	O
.	O
Aber	O
wie	O
schon	O
oben	O
angedeutet	O
:	O
das	O
habe	O
ich	O
nicht	O
zu	O
ver	O
-	O
treten	O
und	O
auch	O
Sie	O
nicht	O
.	O
Denn	O
Herr	O
Fischer	Person
ist	O
kein	O
Gegenstand	O
des	O
Mit	O
-	O
leids	O
.	O
Ich	O
empfehle	O
auch	O
,	O
da	O
Sie	O
Herrn	O
Fischer	Person
seit	O
Jahren	O
persönlich	O
kennen	O
,	O
eine	O
Bemerkung	O
in	O
den	O
Brief	O
einzuflechten	O
,	O
dass	O
Sie	O
zusammen	O
mit	O
Dehmels	Person
Kindern	Person
auf	O
den	O
Ertrag	O
aus	O
Dehmels	Person
Werken	O
angewiesen	O
sind	O
und	O
dass	O
Sie	O
von	O
ihm	O
im	O
Andenken	O
an	O
Dehmel	Person
erwarten	O
,	O
dass	O
er	O
an	O
den	O
vertraglichen	O
Abmachungen	O
gerade	O
in	O
diesem	O
Falle	O
festhält	O
.	O
Das	O
,	O
liebe	O
Frau	O
Isi	Person
,	O
ist	O
,	O
was	O
ich	O
Ihnen	O
zu	O
raten	O
habe	O
,	O
und	O
ich	O
lege	O
die	O
beiden	O
Briefe	O
von	O
Herrn	O
Fischer	Person
hier	O
wieder	O
bei	O
.	O
Zum	O
Schlusse	O
nochmals	O
der	O
Rat	O
:	O
keine	O
Schärfe	O
und	O
keinen	O
Bruch	O
,	O
wohl	O
aber	O
freundliche	O
Festigkeit	O
,	O
die	O
schon	O
zum	O
Ziele	O
führen	O
wird	O
.	O
Herzlichst	O
grüssend	O
Ihr	O
Kirstein	Person
.	O
Es	O
wird	O
Sie	O
freuen	O
zu	O
hören	O
,	O
daß	O
ich	O
Ehrendoctor	O
geworden	O
bin	O
!	O
Verehrte	O
gnädige	O
Frau	Person
!	O
Vielen	O
Dank	O
für	O
das	O
Adressen	O
-	O
Verzeichnis	O
.	O
Ich	O
lege	O
gleichzeitig	O
das	O
zur	O
Versendung	O
benutzte	O
Material	O
,	O
bestehend	O
aus	O
einem	O
Briefe	O
und	O
einem	O
kleinen	O
Heftchen	O
,	O
bei	O
.	O
Für	O
den	O
Fall	O
,	O
dass	O
Sie	O
selbst	O
oder	O
Herr	O
Dehmel	Person
in	O
dieser	O
Sache	O
etwas	O
direkt	O
tun	O
wollen	O
,	O
stelle	O
ich	O
das	O
entsprechende	O
Material	O
in	O
genügender	O
Anzahl	O
mit	O
Vergnügen	O
zur	O
Verfügung	O
.	O
Mit	O
vielen	O
Grüssen	O
Ihr	O
ergebenster	O
SFischer	Person
.	O
Verehrte	O
gnädige	O
Frau	Person
,	O
Sie	O
wollten	O
mir	O
liebenswürdiger	O
Weise	O
das	O
Verzeichnis	O
der	O
Vereine	O
,	O
an	O
die	O
ich	O
mich	O
im	O
Interes	O
-	O
se	O
Herman	Person
Bangs	Person
wenden	O
kann	O
,	O
zusenden	O
.	O
Darf	O
ich	O
gelegentlich	O
darum	O
bitten	O
?	O
Mit	O
vielen	O
Grüssen	O
Ihr	O
ergebener	O
SFischer	Person
.	O
Sehr	O
geehrte	O
gnädige	O
Frau	Person
!	O
Unter	O
den	O
Adressen	O
der	O
Literatischen	O
Vereine	O
,	O
die	O
Sie	O
die	O
Güte	O
hatten	O
,	O
uns	O
im	O
Interes	O
-	O
se	O
Herman	Person
Bangs	Person
aufzugeben	O
,	O
befanden	O
sich	O
auch	O
die	O
Akademisch	Organisation
Dramatische	Organisation
Gesellschaft	Organisation
,	O
Freiburg	Ort
in	O
Baden	Ort
und	O
der	O
Kaufmännische	Organisation
Verein	Organisation
,	O
Nürnberg	Ort
.	O
Diese	O
beiden	O
Briefe	O
sind	O
zurückgekommen	O
,	O
weil	O
